id,xP
1,4.0
2,1.0
3,0.0
4,1.0
5,0.0
6,3.2
7,3.2
8,4.5
9,0.0
10,1.5
11,1.0
13,1.0
14,0.0
15,1.0
16,7.0
17,1.2
18,1.5
19,1.2
20,5.8
21,7.2
22,6.0
23,0.0
24,1.2
25,1.5
26,3.5
28,0.0
29,0.0
30,0.5
31,0.5
266,7.8
662,1.8
666,1.4
700,1.0
711,1.0
725,2.0
32,6.2
33,0.0
34,0.0
35,0.0
36,3.5
37,4.5
38,4.2
39,0.5
40,0.0
41,4.2
42,0.0
43,0.0
44,0.8
45,0.0
46,0.0
47,5.2
48,2.2
49,0.0
50,3.2
51,0.0
53,3.5
54,3.5
55,3.0
56,0.0
57,0.0
58,4.8
59,2.8
60,0.0
61,0.0
62,0.0
63,0.0
64,1.8
65,0.0
389,0.0
456,1.0
677,0.5
688,0.0
701,0.0
702,0.0
703,0.0
710,0.0
719,0.0
754,0.0
183,0.0
184,0.0
185,0.0
186,0.0
187,1.0
188,0.0
189,0.0
190,0.0
191,2.5
192,1.5
193,0.0
194,0.0
195,0.2
196,0.0
197,0.0
198,1.8
199,0.0
200,2.5
201,0.0
202,1.0
203,0.0
204,0.0
205,3.8
206,0.5
207,1.2
208,0.0
209,1.0
210,2.0
211,0.0
212,0.0
213,0.0
214,0.0
215,3.5
216,0.0
217,0.8
218,0.0
219,0.0
470,1.8
676,2.5
680,1.0
722,3.2
66,0.0
67,1.5
68,0.0
69,0.0
70,0.0
71,0.0
72,2.5
73,0.8
74,0.8
75,0.0
76,0.0
77,0.0
78,0.0
79,0.0
80,0.0
81,0.4
82,0.6
84,3.0
85,5.2
86,1.0
87,0.0
88,1.0
89,0.0
90,2.0
91,0.0
92,0.0
93,0.0
94,0.0
95,0.0
96,0.0
97,3.2
98,1.8
99,0.0
100,1.5
391,0.0
685,0.5
687,0.0
697,2.2
713,0.2
721,0.5
27,0.8
83,5.8
101,1.8
102,0.0
103,0.0
104,0.0
105,0.0
106,1.8
107,0.5
108,1.2
109,0.5
110,2.0
111,0.0
112,0.0
113,2.5
114,0.0
115,0.0
116,2.8
117,0.0
118,0.0
120,3.5
121,2.5
122,0.0
123,0.0
124,3.2
125,0.5
126,1.2
127,0.0
128,0.0
129,2.2
130,0.0
131,0.0
132,0.0
133,0.0
134,0.0
136,8.0
137,0.0
748,0.0
138,0.0
139,6.5
140,0.0
141,0.0
142,0.0
143,0.0
144,0.0
145,4.2
146,4.8
147,0.0
148,5.2
150,0.0
151,5.0
152,0.5
153,0.0
154,0.0
155,0.0
156,0.0
157,0.0
158,2.8
159,0.0
160,6.5
161,0.0
162,0.2
163,2.0
164,0.0
165,0.0
166,3.2
167,1.8
169,5.8
170,0.0
171,0.0
172,0.2
173,5.2
174,0.0
175,0.2
176,0.0
177,0.0
178,4.5
179,0.0
180,1.8
181,0.5
744,0.2
168,-1.0
220,4.2
221,-1.0
222,0.0
223,-1.0
224,4.0
225,3.2
226,6.0
227,0.0
228,5.0
229,-1.0
230,3.0
231,0.0
232,1.8
233,-1.0
234,0.0
235,-1.0
236,4.5
237,3.5
238,0.5
239,1.0
240,0.0
241,1.5
243,-1.0
244,0.0
245,0.0
246,0.5
247,-0.5
248,0.0
249,3.5
250,0.2
251,0.0
252,0.2
453,2.8
672,-1.0
743,-1.0
253,5.8
254,0.0
255,0.0
256,6.8
257,7.0
258,6.0
259,0.0
260,3.8
261,5.2
262,0.0
263,0.0
264,0.0
265,0.0
267,2.5
268,0.0
269,0.0
270,0.8
271,3.8
272,3.2
273,3.2
274,0.0
275,0.0
276,0.8
277,0.0
278,0.0
279,0.0
