id,xP
1,4.8
2,1.0
3,0.0
4,1.0
5,6.8
6,4.3
7,2.5
8,6.5
9,0.0
10,1.0
11,0.0
13,1.0
14,0.0
15,1.0
16,5.8
17,1.4
18,3.5
19,2.7
20,3.2
21,4.7
22,0.0
23,0.0
24,1.5
25,0.0
26,4.8
28,0.0
29,0.0
30,1.7
31,1.2
266,4.7
662,2.7
666,6.2
700,1.0
711,1.0
725,5.8
759,1.0
32,3.3
33,-0.5
34,0.0
35,0.0
36,0.1
37,0.7
38,2.7
39,1.9
40,2.7
41,-0.3
42,-0.3
43,0.0
44,1.3
45,0.0
46,0.0
47,2.9
48,0.0
49,1.3
50,0.7
51,0.0
53,0.0
54,0.0
55,0.5
56,0.0
57,0.0
58,0.0
59,2.1
60,0.0
61,0.0
62,0.0
63,0.0
64,1.3
65,0.0
389,0.0
456,1.3
688,-0.5
699,2.5
701,0.0
702,-0.5
703,-0.5
710,-0.5
719,-0.3
754,-0.5
757,-0.5
768,-0.5
781,-0.5
792,0.1
808,1.7
183,-0.5
184,0.0
185,-0.5
186,0.0
187,0.7
188,0.0
189,0.0
190,-0.5
191,0.9
192,-0.5
193,0.9
194,0.0
195,0.1
196,0.0
197,0.0
198,0.0
199,1.9
200,4.7
201,0.0
202,0.3
203,-0.5
204,0.0
205,0.0
206,1.0
207,4.5
208,0.0
209,0.5
210,0.3
211,0.0
212,0.0
213,0.0
214,0.0
215,3.3
216,0.0
217,0.3
218,0.1
219,0.0
470,0.7
614,1.1
676,2.1
680,0.0
722,0.1
776,-0.5
784,-0.5
820,0.8
66,0.0
67,4.8
68,0.0
69,0.0
70,0.0
71,0.0
72,4.8
73,0.6
74,5.4
75,0.0
76,0.0
77,6.4
78,0.0
79,0.0
80,0.0
81,0.0
84,2.0
85,2.0
86,0.6
87,1.4
88,0.0
89,0.0
90,3.4
91,0.0
92,0.0
93,0.0
94,0.0
95,0.0
96,0.0
97,2.0
98,1.0
99,0.0
100,1.6
391,0.0
