id,xP
1,4.5
2,0.5
3,0.0
4,0.5
5,6.5
6,2.7
7,4.0
8,6.0
9,0.0
10,1.3
11,0.5
13,0.5
14,0.0
15,0.5
16,3.3
17,2.0
18,0.0
19,3.0
20,3.3
21,6.5
22,3.3
23,0.0
24,0.5
25,1.7
26,6.3
28,0.0
29,0.0
30,0.0
31,0.0
266,5.0
662,2.7
666,3.5
700,0.5
711,0.5
725,0.0
32,2.8
33,0.5
34,0.0
35,0.0
36,5.3
37,3.5
38,3.5
39,0.7
40,1.0
41,1.7
42,0.5
43,0.0
44,4.0
45,0.5
46,0.0
47,4.3
48,0.0
49,0.0
50,4.3
51,0.0
53,5.0
54,4.0
55,0.0
56,0.0
57,0.0
58,3.5
59,0.0
60,0.5
61,0.0
62,0.5
63,0.5
64,4.0
65,0.0
389,1.3
456,0.5
677,2.3
688,0.5
701,0.0
702,0.5
703,0.5
710,0.5
719,1.3
183,-0.5
184,0.0
185,-0.5
186,0.0
187,0.5
188,-0.5
189,0.0
190,1.0
191,1.3
192,2.7
193,-0.5
194,0.0
195,-0.5
196,0.0
197,-0.5
198,-0.3
199,0.0
200,4.5
201,0.0
202,0.0
203,-0.5
204,0.0
205,3.7
206,-0.5
207,0.3
208,0.0
209,1.5
210,1.5
211,0.0
212,0.0
213,-0.5
214,-0.5
215,0.0
216,0.0
217,2.3
218,-0.5
219,0.0
470,2.0
676,1.3
680,0.3
722,2.5
66,0.0
67,3.5
68,0.0
69,0.0
70,0.0
71,0.0
72,5.2
73,0.0
74,4.8
75,0.0
76,0.0
77,2.2
78,0.0
79,0.0
80,0.2
81,2.5
82,10.8
84,2.2
85,2.0
86,1.8
87,1.5
88,0.2
89,0.0
90,4.2
91,0.0
92,0.0
93,0.0
94,0.0
95,0.0
96,0.0
97,2.8
98,0.0
99,0.0
100,1.5
391,1.2
685,2.5
687,0.0
697,0.8
713,0.2
721,1.2
27,-0.5
83,0.5
101,3.0
102,-0.5
103,-0.5
104,-0.5
105,-0.5
106,1.0
107,0.3
108,1.3
109,0.3
110,1.3
111,-0.5
112,0.0
113,1.0
114,-0.5
115,0.0
116,0.7
117,0.0
118,0.0
120,3.0
121,2.5
122,-0.5
123,1.7
124,3.3
125,0.3
126,1.7
127,-0.2
128,0.0
129,3.0
130,-0.5
131,-0.5
132,0.0
133,-0.5
134,0.0
136,4.0
137,-0.5
138,0.0
139,1.5
140,0.0
141,0.0
142,0.0
143,0.0
144,0.2
145,2.5
146,1.8
147,0.0
148,2.2
150,0.0
151,4.5
152,0.0
153,0.0
154,0.0
155,0.0
156,0.0
157,2.1
158,2.2
159,0.0
160,5.5
161,0.0
162,2.2
163,0.0
164,0.0
165,0.0
166,3.5
167,0.8
169,1.0
170,0.8
171,0.0
172,0.0
173,1.2
174,0.0
175,0.0
176,0.0
177,0.0
178,3.8
179,0.0
180,1.5
181,0.0
168,-0.3
220,0.0
221,-0.3
222,0.0
223,-0.5
224,1.5
225,2.5
226,0.0
227,0.0
228,1.0
229,-0.5
230,0.0
231,0.0
232,0.0
233,0.0
234,0.0
235,0.0
236,1.3
237,3.5
238,2.5
239,0.0
240,0.0
241,6.5
243,-0.5
244,0.0
245,0.0
246,0.0
247,0.0
248,0.0
249,2.7
250,0.0
251,0.0
252,-0.3
453,0.3
672,0.3
743,0.6
253,3.0
254,0.0
255,0.0
256,4.2
257,3.8
258,4.8
259,0.0
260,5.8
261,4.2
262,0.0
263,0.0
264,0.0
265,0.0
267,4.5
268,0.0
269,0.0
270,1.1
271,3.5
272,1.2
273,3.2
274,0.0
275,0.0
276,1.0
277,0.0
278,0.0
279,0.0
280,0.0
281,0.0
282,0.0
283,3.0
284,1.5
285,0.0
286,0.0
690,0.0
712,2.0
723,0.0
732,0.5
242,0.0
287,3.0
288,0.0
289,0.0
290,0.0
291,4.2
292,1.5
293,3.5
294,0.2
295,5.5
296,0.0
297,0.0
298,0.0
299,5.0
300,0.0
301,0.5
302,4.2
303,4.2
304,1.5
305,0.0
306,0.0
307,0.0
308,0.0
309,0.0
310,1.0
311,1.5
312,0.0
313,0.0
419,3.8
630,0.0
667,0.0
704,0.0
705,0.0
707,0.8
728,0.0
314,3.0
315,0.0
316,0.2
317,5.0
318,3.5
319,1.0
320,0.5
321,0.2
322,0.0
323,0.0
324,5.0
325,1.0
326,1.0
327,0.0
328,4.8
329,3.5
330,2.5
331,1.0
332,3.0
333,0.0
334,0.0
335,1.5
336,0.0
337,1.5
338,0.0
664,0.0
727,1.2
731,0.8
737,0.0
339,-0.5
340,-0.5
341,1.7
342,2.5
343,2.0
344,-0.5
345,-0.5
346,-0.5
347,1.0
348,3.0
349,0.0
350,3.5
351,0.0
352,0.5
353,0.0
354,2.5
355,0.0
356,-0.3
357,0.0
358,0.3
359,0.0
360,0.0
361,0.0
362,-0.3
363,0.0
364,0.0
365,0.5
493,4.7
660,4.5
665,0.0
691,3.7
698,4.5
706,0.0
741,-0.2
366,0.0
367,1.0
368,0.5
369,0.5
370,1.7
371,2.0
372,1.0
373,4.3
374,4.7
375,1.3
376,0.5
377,0.0
378,0.5
379,0.5
380,0.5
381,5.0
382,2.0
383,0.0
384,3.7
385,1.5
386,2.3
387,3.0
388,1.3
390,7.5
392,0.7
393,0.0
394,0.0
395,0.0
396,0.5
397,0.0
398,0.5
499,2.5
661,2.5
686,1.0
692,0.0
182,0.5
399,0.0
400,0.5
401,0.5
402,0.0
403,6.5
404,0.0
405,1.3
406,0.0
407,5.0
408,5.3
409,0.7
410,0.7
411,5.3
412,0.0
413,0.0
414,5.3
415,2.3
416,2.7
417,0.0
418,6.5
420,0.0
421,2.5
422,0.5
423,2.3
424,1.7
425,0.0
427,4.7
428,0.0
429,0.5
430,12.0
736,4.3
739,0.5
740,0.5
742,0.5
119,3.7
431,2.0
432,0.0
433,0.0
434,0.5
435,0.5
436,4.0
437,0.0
438,0.0
439,0.5
440,3.0
441,2.3
442,4.0
443,3.0
444,2.7
445,0.0
446,0.5
447,0.5
448,0.5
449,4.0
450,1.5
451,0.0
452,2.3
454,0.0
455,3.5
457,2.5
458,1.5
459,2.5
460,0.0
461,0.5
462,0.5
463,0.5
464,0.0
465,0.0
466,1.0
467,0.5
468,0.0
681,5.5
733,2.7
52,0.5
135,0.0
469,6.3
471,0.5
472,0.0
473,2.3
474,2.5
475,5.0
476,7.0
477,0.0
478,4.0
479,0.5
480,0.7
481,0.5
482,0.5
483,0.5
484,0.0
485,2.0
486,2.0
487,2.0
488,5.0
489,3.7
490,2.7
491,4.3
492,0.0
494,1.5
495,0.0
496,0.0
497,1.5
498,0.0
500,1.5
501,0.5
674,0.5
684,5.0
689,0.5
714,6.5
12,0.1
426,0.0
502,1.7
503,0.0
504,0.0
505,1.3
506,0.2
507,0.0
508,2.3
509,0.0
510,0.3
511,1.3
512,0.0
513,-0.5
514,-0.5
515,1.7
516,0.5
517,2.5
518,0.0
519,-0.5
520,0.0
521,0.3
522,0.0
523,0.0
524,0.0
525,1.3
526,0.3
527,-0.5
669,1.3
675,-0.5
693,0.0
696,0.3
699,0.0
715,-0.5
716,-0.3
729,0.0
734,0.7
528,-0.5
529,-0.5
530,-0.5
531,0.7
532,3.7
533,0.0
534,-0.5
535,0.0
536,0.0
537,0.0
538,-0.5
539,-0.5
540,-0.5
541,0.0
542,0.0
543,0.7
544,0.0
545,0.0
546,0.0
547,1.3
548,0.0
549,-0.3
550,-0.5
551,0.3
552,1.3
553,1.7
554,-0.5
555,0.0
556,0.0
557,-0.5
558,-0.5
559,0.0
560,3.0
561,0.0
562,-0.5
563,0.0
564,0.0
668,4.7
670,5.5
678,-0.3
683,7.0
694,5.3
724,0.5
730,0.3
735,-0.3
565,4.0
566,0.5
567,0.5
568,4.3
569,4.7
570,1.0
571,0.5
572,0.0
573,2.5
574,2.0
575,5.3
576,0.0
577,0.2
578,0.0
579,0.0
580,1.5
581,0.0
582,6.5
583,0.0
584,3.7
585,2.5
586,4.5
587,0.2
588,2.0
589,0.0
590,0.0
591,0.7
592,0.0
593,3.7
594,0.0
595,0.5
596,0.0
597,3.7
598,0.0
599,0.5
673,4.7
717,3.0
726,0.0
149,-0.3
600,1.0
601,0.0
602,-0.5
603,2.5
604,0.0
605,1.3
606,2.0
607,0.0
608,-0.5
609,-0.5
610,-0.3
611,0.0
612,1.5
613,0.0
614,0.5
615,1.3
616,0.0
617,0.0
618,-0.5
619,0.3
620,0.0
621,0.0
622,0.0
623,0.0
624,5.0
625,0.7
626,-0.3
659,0.5
671,0.0
679,-0.3
708,2.0
718,0.5
738,-0.5
627,2.0
628,0.2
629,0.0
631,2.2
632,0.0
633,3.8
634,1.0
635,0.5
636,3.2
637,0.8
638,0.0
639,0.0
640,0.0
641,0.0
642,1.0
643,2.5
644,1.0
645,1.0
646,3.2
647,0.0
648,2.5
649,0.0
650,0.0
651,0.0
652,0.0
653,0.0
654,0.9
655,0.0
656,0.0
657,0.0
658,0.0
663,2.5
682,0.2
695,1.8
709,3.0
720,1.5
