id,xP
1,5.8
2,1.0
3,0.0
4,1.0
5,9.5
6,4.5
7,5.8
8,5.8
9,0.0
10,1.5
11,1.0
13,1.0
14,0.0
15,1.0
16,7.2
17,0.0
18,0.0
19,0.4
20,8.0
21,7.2
22,3.0
23,0.0
24,1.5
25,1.2
26,3.8
28,0.0
29,0.0
30,0.0
31,0.0
266,5.8
662,1.5
666,0.9
700,1.0
711,1.0
725,1.5
32,6.2
33,0.0
34,0.0
35,0.0
36,5.8
37,5.2
38,4.2
39,0.8
40,0.1
41,4.2
42,0.0
43,0.0
44,0.2
45,0.0
46,0.0
47,3.2
48,1.0
49,0.0
50,5.5
51,0.0
53,2.5
54,2.2
55,2.2
56,0.0
57,0.0
58,2.0
59,4.2
60,0.0
61,0.0
62,0.0
63,0.0
64,1.8
65,0.0
389,0.0
456,0.8
677,1.2
688,0.0
701,0.0
702,0.0
703,0.0
710,0.0
719,0.0
183,0.0
184,0.0
185,0.0
186,0.0
187,4.5
188,0.0
189,0.0
190,0.2
191,3.2
192,3.8
193,0.0
194,0.0
195,0.2
196,0.0
197,0.0
198,3.8
199,0.0
200,2.0
201,0.0
202,1.2
203,0.0
204,0.0
205,4.0
206,0.5
207,2.2
208,0.0
209,1.0
210,2.2
211,0.0
212,0.0
213,0.0
214,0.0
215,5.2
216,0.0
217,1.8
218,0.2
219,0.0
470,3.8
676,4.8
680,0.5
722,4.0
66,0.0
67,3.2
68,0.0
69,0.0
70,0.0
71,0.0
72,3.0
73,0.2
74,3.2
75,0.0
76,0.0
77,0.2
78,0.0
79,0.0
80,0.0
81,1.5
82,2.2
84,5.0
85,4.8
86,0.8
87,2.0
88,1.0
89,0.0
90,3.0
91,0.0
92,0.0
93,0.0
94,0.0
95,0.0
96,0.0
97,0.8
98,0.2
99,0.0
100,5.2
391,0.5
685,1.0
687,0.0
697,0.8
713,1.8
721,2.0
27,0.5
83,5.0
101,2.8
102,0.0
103,0.0
104,0.0
105,0.0
106,3.5
107,1.2
108,2.8
109,0.5
110,3.8
111,0.0
112,0.0
113,3.5
114,0.0
115,0.0
116,0.5
117,0.0
118,0.0
120,5.5
121,3.5
122,0.0
123,0.2
124,1.8
125,1.8
126,2.2
127,0.0
128,0.2
129,2.5
130,0.0
131,0.0
132,0.0
133,0.0
134,0.0
136,7.0
137,0.0
748,1.7
138,0.0
139,3.8
140,0.0
141,0.0
142,0.0
143,0.0
144,0.2
145,0.5
146,3.5
147,0.0
148,3.2
150,0.0
151,4.5
152,0.0
153,0.0
154,0.0
155,0.0
156,0.0
157,0.0
158,3.5
159,0.0
160,4.8
161,0.0
162,0.0
163,0.0
164,0.0
165,0.0
166,2.2
167,2.0
169,5.2
170,0.3
171,0.0
172,0.5
173,6.0
174,0.0
175,0.2
176,0.0
177,0.0
178,6.8
179,0.0
180,1.0
181,2.0
744,0.2
168,0.0
220,4.5
221,0.0
222,0.0
223,0.0
224,5.5
225,6.8
226,5.0
227,0.0
228,6.0
229,0.0
230,3.0
231,0.0
232,0.8
233,4.0
234,0.0
235,0.0
236,6.0
237,1.8
238,2.2
239,1.0
240,0.0
241,3.8
243,0.2
244,0.0
245,0.0
246,0.5
247,0.0
248,0.0
249,5.0
250,0.5
251,0.0
252,1.0
453,5.2
672,0.0
743,0.0
253,4.5
254,0.0
255,0.0
256,6.0
257,4.8
258,5.0
259,0.2
260,4.5
261,4.8
262,0.0
263,0.0
264,0.0
265,0.0
267,2.5
268,0.0
269,0.0
270,0.8
271,3.0
272,3.2
273,1.8
274,0.0
275,0.0
276,0.2
277,0.0
278,0.0
279,0.0
280,0.0
281,0.0
282,0.0
283,7.5
284,0.0
285,0.0
286,0.0
690,0.0
712,1.5
723,2.8
732,0.2
242,3.8
287,3.0
288,0.0
289,0.0
290,0.0
291,2.8
292,2.5
293,1.2
294,0.0
295,5.2
296,0.0
297,0.0
298,0.0
299,4.5
300,0.5
301,0.8
302,4.5
303,2.2
304,1.8
305,0.0
306,0.0
307,0.0
308,0.0
309,0.0
310,1.0
311,1.5
312,0.0
313,0.0
419,1.5
630,0.0
667,0.0
704,0.0
705,0.0
707,0.0
728,0.8
314,3.5
315,0.0
316,0.0
317,2.5
318,2.5
319,0.8
320,0.5
321,1.0
322,2.8
323,0.0
324,2.5
325,1.0
326,1.2
327,0.0
328,6.0
329,3.2
330,2.8
331,1.0
332,2.2
333,0.0
334,0.0
335,1.8
336,0.0
337,3.2
338,0.5
664,0.0
727,0.5
731,1.8
737,0.2
339,0.0
340,0.0
