first_name,second_name,goals_scored,assists,total_points,minutes,goals_conceded,creativity,influence,threat,bonus,bps,ict_index,clean_sheets,red_cards,yellow_cards,selected_by_percent,now_cost,element_type,value_per_m
Pascal,Groß,1,2,43,1006,8,372.0,238.4,111.0,4,219,72.1,3,0,2,0.5,55,MID,7.8
Harry,Howell,0,0,4,92,2,5.1,10.2,2.0,0,11,1.8,0,0,0,0.0,45,MID,0.9
Robert,Lynch Sánchez,0,1,102,2524,36,50.0,675.4,0.0,7,458,72.1,9,1,3,12.9,48,GK,21.2
Filip,Jörgensen,0,0,6,264,4,0.0,59.6,0.0,0,35,5.9,0,0,0,0.2,43,GK,1.4
Mike,Penders,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,40,GK,0.0
Gabriel,Słonina,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,39,GK,0.0
Marc,Cucurella Saseta,1,3,94,2076,25,457.0,465.6,217.0,5,431,114.0,9,1,5,14.3,60,DEF,15.7
Reece,James,2,6,113,1892,20,480.8,446.4,109.0,11,479,103.8,8,0,4,7.2,56,DEF,20.2
Trevoh,Chalobah,3,1,131,2550,34,96.3,673.4,154.0,7,493,92.3,9,1,3,12.8,54,DEF,24.3
Levi,Samuels Colwill,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,47,DEF,0.0
Malo,Gusto,2,3,91,1734,23,310.3,359.2,170.0,7,367,84.0,7,1,2,1.9,49,DEF,18.6
Benoît,Badiashile Mukinayi,0,0,7,470,10,7.9,102.8,2.0,0,48,11.4,0,0,2,0.0,44,DEF,1.6
Wesley,Fofana,0,1,55,1272,16,61.7,371.6,44.0,3,248,47.7,4,1,4,0.4,44,DEF,12.5
Mamadou,Sarr,0,0,2,91,3,0.1,6.2,7.0,0,1,1.3,0,0,0,0.0,45,DEF,0.4
Tosin,Adarabioyo,0,0,34,743,12,32.5,232.0,19.0,2,129,28.4,2,0,2,0.3,40,DEF,8.5
Josh,Acheampong,1,0,33,567,12,39.2,125.2,66.0,5,98,23.1,2,0,1,1.7,37,DEF,8.9
Aarón,Anselmino,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,40,DEF,0.0
Cole,Palmer,9,2,96,1416,22,302.1,457.4,432.0,9,355,119.0,3,0,4,16.6,106,MID,9.1
Pedro,Lomba Neto,5,5,108,2207,23,691.0,444.8,437.0,8,467,157.5,11,1,2,4.1,70,MID,15.4
Enzo,Fernández,8,4,129,2577,35,817.5,688.0,671.0,14,579,217.7,8,0,8,13.8,65,MID,19.8
Estêvão,Almeida de Oliveira Gonçalves,2,5,56,758,9,220.1,183.4,289.0,4,172,69.1,4,0,3,1.8,64,MID,8.8
Jamie,Bynoe-Gittens,0,2,25,486,7,130.4,93.0,91.0,0,99,31.3,1,0,0,0.1,60,MID,4.2
Christopher,Nkunku,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,59,MID,0.0
Moisés,Caicedo Corozo,3,1,96,2181,33,309.4,494.0,112.0,10,481,91.4,6,1,9,7.5,57,MID,16.8
Roméo,Lavia,0,0,8,220,4,22.1,19.6,11.0,0,42,5.2,0,0,0,0.0,49,MID,1.6
Mykhailo,Mudryk,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,49,MID,0.0
Andrey,Nascimento dos Santos,0,0,32,997,14,127.9,156.2,61.0,0,174,34.5,1,0,4,0.3,45,MID,7.1
Dário,Luís Essugo,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,43,MID,0.0
Kendry,Páez Andrade,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,MID,0.0
João Pedro,Junqueira de Jesus,14,9,164,2307,27,436.8,720.2,817.0,28,667,197.0,10,0,4,50.2,78,FWD,21.0
Liam,Delap,1,2,38,784,13,56.7,65.4,311.0,1,116,42.4,2,0,2,0.9,62,FWD,6.1
Nicolas,Jackson,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,65,FWD,0.0
Marc,Guiu Paz,0,1,12,247,2,38.8,24.6,81.0,0,19,12.6,0,0,1,5.3,40,FWD,3.0
Alejandro,Garnacho Ferreyra,1,4,51,1118,16,366.1,196.2,352.0,3,200,90.4,4,0,2,0.5,64,MID,8.0
Jorrel,Hato,0,0,12,638,16,94.3,123.0,30.0,0,42,24.7,0,0,4,0.2,46,DEF,2.6
Landon,Emenalo,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,MID,0.0
Max,Merrick,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,40,GK,0.0
Teddy,Sharman-Lowe,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,40,GK,0.0
Dean,Henderson,0,0,115,2610,35,10.0,692.0,0.0,7,478,70.1,10,0,3,8.2,51,GK,22.5
Walter,Benítez,0,0,7,90,0,0.0,22.8,0.0,0,29,2.3,1,0,0,0.3,39,GK,1.8
Remi,Matthews,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,39,GK,0.0
Daniel,Muñoz Mejía,3,3,109,1779,20,302.3,438.8,285.0,8,386,102.5,9,0,5,7.3,58,DEF,18.8
Maxence,Lacroix,1,2,128,2485,34,81.4,658.6,248.0,8,443,98.8,10,1,3,4.7,51,DEF,25.1
Tyrick,Mitchell,1,1,114,2668,35,365.8,509.4,187.0,7,408,106.3,11,0,5,2.1,50,DEF,22.8
Borna,Sosa,0,0,5,53,1,12.2,11.0,4.0,0,10,2.7,0,0,0,0.1,48,DEF,1.0
Chris,Richards,1,0,114,2332,31,149.2,633.0,140.0,5,415,92.5,10,0,3,2.5,44,DEF,25.9
Chadi,Riad Dnanou,0,1,14,312,3,21.3,63.8,14.0,0,58,9.9,1,0,2,0.0,40,DEF,3.5
Nathaniel,Clyne,0,1,15,494,9,53.5,80.6,33.0,2,49,16.6,0,0,1,0.5,38,DEF,3.9
Rob,Holding,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,40,DEF,0.0
Caleb,Kporha,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,40,DEF,0.0
Ismaïla,Sarr,7,1,93,1726,19,200.3,377.0,400.0,9,284,97.9,9,0,2,3.9,63,MID,14.8
Cheick,Doucouré,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,49,MID,0.0
Romain,Esse,0,0,4,40,0,2.7,6.8,6.0,0,12,1.5,0,0,0,0.1,47,MID,0.9
Will,Hughes,0,1,39,1290,13,291.9,162.2,86.0,0,184,53.9,5,0,7,0.1,47,MID,8.3
Daichi,Kamada,0,2,53,1479,17,244.7,177.2,136.0,0,252,55.9,6,0,2,0.1,50,MID,10.6
Jefferson,Lerma Solís,0,4,54,1246,15,157.1,223.2,186.0,3,220,56.7,6,0,6,0.1,49,MID,11.0
Adam,Wharton,0,6,91,2165,33,554.6,383.8,151.0,6,415,109.2,8,1,4,0.6,50,MID,18.2
Asher,Agbinone,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,43,MID,0.0
Naouirou,Ahamada,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,43,MID,0.0
Justin,Devenny,1,0,29,593,10,94.5,86.6,164.0,0,81,34.5,1,0,0,1.2,43,MID,6.7
Malcolm,Ebiowei,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,MID,0.0
Jesurun,Rak-Sakyi,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,44,MID,0.0
Matheus,França de Oliveira,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,MID,0.0
David,Ozoh,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,MID,0.0
Kaden,Rodney,0,0,1,3,0,0.1,0.0,0.0,0,2,0.0,0,0,0,0.0,44,MID,0.2
Franco,Umeh-Chibueze,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,MID,0.0
Jean-Philippe,Mateta,8,0,85,1934,23,121.7,411.8,670.0,9,281,119.9,8,0,2,6.5,75,FWD,11.3
Eddie,Nketiah,2,0,23,414,12,84.6,120.0,173.0,3,100,37.8,0,0,2,0.3,54,FWD,4.3
Odsonne,Édouard,0,0,1,2,0,0.0,2.0,0.0,0,6,0.2,0,0,0,0.2,50,FWD,0.2
Zach,Marsh,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.3,44,FWD,0.0
Brennan,Johnson,2,1,53,1224,13,226.4,190.8,193.0,2,180,60.7,5,0,5,2.3,65,MID,8.2
Jørgen,Strand Larsen,4,1,62,1865,31,165.8,242.2,386.0,3,183,78.1,5,0,4,1.8,60,FWD,10.3
Evann,Guessand,1,3,42,880,15,75.8,156.8,183.0,0,137,41.2,2,0,0,0.1,62,MID,6.8
Rio,Cardines,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.3,44,MID,0.0
Yéremy,Pino Santos,2,1,66,1716,20,574.1,271.2,320.0,3,268,116.3,7,0,4,0.2,58,MID,11.4
Jaydee,Canvot,0,0,48,701,9,37.5,210.8,28.0,7,149,27.5,4,0,2,0.1,45,DEF,10.7
Christantus,Uche,0,1,17,159,4,7.1,13.2,73.0,0,42,8.8,0,0,0,0.1,55,FWD,3.1
Joél,Drakes-Thomas,0,0,2,7,1,1.0,1.4,0.0,0,6,0.3,0,0,0,0.0,45,MID,0.4
Dean,Benamar,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,40,DEF,0.0
Ben,Casey,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,FWD,0.0
George,King,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,40,DEF,0.0
Danny,Imray,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,40,DEF,0.0
Kiernan,Dewsbury-Hall,6,5,117,2006,25,440.6,458.8,336.0,14,456,123.6,8,0,6,5.0,51,MID,22.9
Tyrique,George,0,0,10,245,4,17.2,14.6,77.0,0,17,10.5,1,0,2,0.1,48,MID,2.1
Jordan,Pickford,0,0,126,2790,35,0.2,744.4,2.0,11,504,74.7,11,0,2,13.6,56,GK,22.5
Mark,Travers,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,43,GK,0.0
Harry,Tyrer,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,39,GK,0.0
Jarrad,Branthwaite,1,1,25,502,6,31.6,125.8,74.0,0,87,23.2,1,0,1,0.5,53,DEF,4.7
James,Tarkowski,1,1,142,2700,33,185.9,765.8,289.0,9,511,124.4,11,0,5,11.8,57,DEF,24.9
Vitalii,Mykolenko,0,1,84,2329,32,328.8,443.4,65.0,2,320,83.6,9,0,5,0.6,49,DEF,17.1
Jake,O'Brien,0,2,102,2546,33,229.6,476.2,128.0,2,352,83.7,10,1,2,0.7,49,DEF,20.8
Séamus,Coleman,0,0,3,11,0,0.1,0.0,0.0,0,10,0.0,0,0,0,0.1,42,DEF,0.7
Michael,Keane,3,0,118,2135,30,30.1,649.6,241.0,8,380,92.1,7,1,0,3.2,46,DEF,25.7
Nathan,Patterson,0,0,21,237,1,6.4,63.6,17.0,0,68,8.6,2,0,0,0.0,44,DEF,4.8
Roman,Dixon,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.2,38,DEF,0.0
Reece,Welch,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,38,DEF,0.0
Iliman,Ndiaye,6,3,112,2151,29,376.2,520.2,429.0,7,460,132.8,8,0,2,4.2,62,MID,18.1
Dwight,McNeil,0,3,46,943,5,195.5,121.4,113.0,1,157,43.1,6,0,1,0.2,55,MID,8.4
Carlos,Alcaraz Durán,0,1,26,667,8,144.5,83.0,156.0,0,111,38.4,3,0,3,0.1,52,MID,5.0
Idrissa Gana,Gueye,2,2,74,1846,22,236.0,347.2,178.0,4,365,76.2,5,1,1,0.1,54,MID,13.7
James,Garner,2,6,139,2783,35,750.7,736.4,211.0,13,684,170.1,11,0,7,4.4,53,MID,26.2
Tim,Iroegbunam,0,3,57,1101,10,93.5,191.2,65.0,1,190,34.8,8,0,8,0.0,48,MID,11.9
Harrison,Armstrong,0,0,19,495,10,66.6,58.6,78.0,0,78,20.5,1,0,0,0.1,45,MID,4.2
Callum,Bates,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,43,MID,0.0
Coby,Ebere,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,44,MID,0.0
Isaac,Heath,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,MID,0.0
Jenson,Metcalfe,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,MID,0.0
Thierno,Barry,6,0,76,1629,24,169.7,249.4,422.0,7,225,81.7,7,0,3,0.8,57,FWD,13.3
Norberto Bercique,Gomes Betuncal,6,1,76,1196,14,112.1,313.8,496.0,9,245,90.6,5,0,2,2.7,50,FWD,15.2
Youssef,Ramalho Chermiti,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,49,FWD,0.0
Martin,Sherif,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,44,FWD,0.0
Jack,Grealish,2,6,79,1627,23,520.5,374.2,397.0,12,356,129.2,7,1,3,5.7,63,MID,12.5
Tom,King,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,1.2,39,GK,0.0
Adam,Aznou,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,42,DEF,0.0
Tyler,Onyango,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,MID,0.0
Elijah,Campbell,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.2,39,DEF,0.0
Tyler,Dibling,0,0,18,349,2,61.0,46.0,32.0,0,49,13.6,2,0,2,0.0,53,MID,3.4
Merlin,Röhl,0,0,18,358,6,66.2,67.6,32.0,0,48,16.6,2,0,0,0.0,50,MID,3.6
Braiden,Graham,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,FWD,0.0
Bernd,Leno,0,0,89,2790,44,0.0,650.6,0.0,4,408,64.9,6,0,3,2.0,49,GK,18.2
Steven,Benda,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,40,GK,0.0
Antonee,Robinson,0,0,40,1041,12,266.9,245.8,42.0,4,182,55.5,3,0,3,0.9,49,DEF,8.2
Joachim,Andersen,0,1,104,2471,39,114.5,704.4,124.0,5,361,94.6,6,0,7,6.3,46,DEF,22.6
Calvin,Bassey,1,1,77,1902,33,104.3,456.4,98.0,9,261,66.2,4,0,5,0.8,44,DEF,17.5
Timothy,Castagne,0,1,32,1216,24,172.8,259.0,122.0,0,152,55.6,0,0,3,0.1,43,DEF,7.4
Issa,Diop,0,0,13,592,11,5.7,118.0,12.0,0,49,13.6,0,0,2,0.1,43,DEF,3.0
Jorge,Cuenca Barreno,0,0,39,931,11,47.1,244.6,14.0,1,155,30.7,2,0,5,0.1,43,DEF,9.1
Kenny,Tete,1,0,81,1791,25,214.1,416.0,108.0,5,318,73.9,6,0,2,0.4,45,DEF,18.0
Samuel,Amissah,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,38,DEF,0.0
Alex,Iwobi,4,3,95,2132,37,639.0,450.2,240.0,13,450,133.0,4,0,3,2.5,64,MID,14.8
Emile,Smith Rowe,3,1,65,1452,23,287.3,250.6,325.0,1,285,86.3,3,0,1,0.5,56,MID,11.6
Andreas,Hoelgebaum Pereira,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,53,MID,0.0
Ryan,Sessegnon,2,3,80,1635,29,199.7,352.2,191.0,5,283,74.1,4,0,0,0.2,54,MID,14.8
Harry,Wilson,10,8,152,2262,32,529.8,645.4,553.0,21,576,172.7,7,0,6,24.6,61,MID,24.9
Sander,Berge,0,3,80,2589,42,301.3,395.8,77.0,3,454,77.7,6,0,5,0.1,49,MID,16.3
Tom,Cairney,1,0,29,545,9,106.6,84.2,49.0,1,119,24.0,1,0,3,0.0,48,MID,6.0
Saša,Lukić,1,3,51,1235,17,340.7,235.4,123.0,3,231,69.8,4,0,6,0.1,49,MID,10.4
Martial,Godo,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,MID,0.0
Luke,Harris,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,MID,0.0
Josh,King,1,3,57,1127,16,153.3,184.6,297.0,3,188,62.6,5,0,3,1.8,44,MID,13.0
Harrison,Reed,1,0,13,26,1,19.0,38.6,11.0,2,41,6.8,0,0,0,0.4,43,MID,3.0
Raúl,Jiménez Rodríguez,9,5,104,1972,25,292.2,467.6,684.0,7,384,144.0,8,0,5,2.9,62,FWD,16.8
Rodrigo,Muniz Carvalho,1,1,25,574,9,67.5,92.2,191.0,3,70,34.0,1,0,1,0.7,53,FWD,4.7
Oscar,Bobb,0,2,32,759,10,232.5,99.2,134.0,0,128,46.8,3,0,1,0.2,51,MID,6.3
Benjamin,Lecomte,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.7,39,GK,0.0
Samuel,Chukwueze,3,4,52,800,16,256.7,252.8,217.0,1,212,72.4,1,0,0,0.1,53,MID,9.8
Kevin,Santos Lopes de Macedo,1,2,43,898,15,231.6,200.8,206.0,0,158,63.6,4,0,1,0.1,58,MID,7.4
Jonah,Kusi-Asare,0,0,4,30,2,11.4,1.2,8.0,0,11,2.1,0,0,1,0.1,45,FWD,0.9
Seth,Ridgeon,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,MID,0.0
Alfie,McNally,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,40,GK,0.0
Facundo,Buonanotte,0,0,2,69,2,25.7,6.0,19.0,0,5,5.0,0,0,1,0.1,46,MID,0.4
Illan,Meslier,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.3,41,GK,0.0
Alex,Cairns,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,39,GK,0.0
Karl,Darlow,0,0,42,1350,19,0.0,314.8,0.0,0,200,31.7,3,0,1,3.2,39,GK,10.8
Jayden,Bogle,1,3,76,2403,41,250.7,355.0,200.0,0,227,80.7,5,0,6,0.2,44,DEF,17.3
Pascal,Struijk,0,1,93,2430,40,145.9,590.8,228.0,3,341,96.5,6,0,4,0.8,43,DEF,21.6
Jaka,Bijol,1,2,66,1306,21,50.4,353.6,212.0,5,211,61.5,3,0,3,0.5,39,DEF,16.9
Sebastiaan,Bornauw,0,0,17,304,4,5.6,78.4,10.0,0,48,9.4,1,0,1,0.1,38,DEF,4.5
Sam,Byram,0,0,1,7,1,0.0,0.0,0.0,0,-2,0.0,0,0,0,0.3,37,DEF,0.3
Gabriel,Gudmundsson,0,0,59,2367,42,329.9,389.2,148.0,8,235,86.8,4,1,4,3.4,38,DEF,15.5
Joe,Rodon,2,0,99,2546,46,86.7,611.8,183.0,5,330,88.4,5,0,1,4.1,39,DEF,25.4
Isaac,Schmidt,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,40,DEF,0.0
Brenden,Aaronson,4,6,109,1975,27,381.5,393.6,441.0,5,368,121.5,8,0,1,0.6,54,MID,20.2
Wilfried,Gnonto,0,2,22,377,11,87.7,59.0,39.0,0,88,18.4,1,0,3,0.1,51,MID,4.3
Jack,Harrison,0,0,12,262,5,49.4,30.0,35.0,0,51,11.5,0,0,0,0.0,51,MID,2.4
Daniel,James,0,0,18,405,13,113.3,47.2,103.0,0,72,26.5,1,0,0,0.1,52,MID,3.5
Ethan,Ampadu,1,2,102,2489,41,314.4,494.6,104.0,6,461,91.6,6,0,7,0.2,49,MID,20.8
Sam,Greenwood,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,49,MID,0.0
Ilia,Gruev,0,4,54,1290,23,168.0,195.6,63.0,3,239,42.4,5,0,3,0.1,47,MID,11.5
Largie,Ramazani,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,49,MID,0.0
Tanaka,Ao,2,0,44,759,16,132.5,142.8,80.0,2,170,35.5,2,0,1,0.2,48,MID,9.2
Charlie,Crew,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,MID,0.0
Joe,Gelhardt,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,MID,0.0
Darko,Gyabi,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,MID,0.0
Joël,Piroe,0,0,14,215,7,36.9,10.6,96.0,0,34,13.8,1,0,0,0.3,49,FWD,2.9
Patrick,Bamford,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.3,49,FWD,0.0
Mateo,Joseph Fernández-Regatillo,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,50,FWD,0.0
Lukas,Nmecha,6,1,66,866,18,94.5,260.6,346.0,8,236,70.2,3,0,0,0.6,50,FWD,13.2
Sean,Longstaff,1,2,44,943,19,357.3,240.2,71.0,4,234,66.8,1,0,2,0.2,48,MID,9.2
Anton,Stach,4,6,122,2135,34,847.6,587.2,286.0,11,498,172.3,6,0,3,2.8,48,MID,25.4
Lucas Estella,Perri,0,0,43,1440,29,0.0,322.4,0.0,3,153,32.2,3,0,2,0.2,44,GK,9.8
Dominic,Calvert-Lewin,10,2,110,2113,28,250.0,455.8,796.0,16,356,149.2,6,0,1,8.2,56,FWD,19.6
Noah,Okafor,4,2,68,1287,24,200.1,257.6,329.0,3,232,78.7,4,0,3,0.1,55,MID,12.4
James,Justin,1,1,61,1263,18,150.6,291.4,145.0,6,215,58.8,4,0,2,1.0,39,DEF,15.6
Harry,Gray,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,45,FWD,0.0
Sam,Chambers,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,44,MID,0.0
Alisson,Becker,0,0,89,2250,30,0.1,468.4,0.0,8,382,46.7,8,0,1,6.0,54,GK,16.5
Giorgi,Mamardashvili,0,0,21,540,12,0.0,166.6,0.0,0,79,16.6,1,0,0,0.6,41,GK,5.1
Ármin,Pécsi,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.9,38,GK,0.0
Freddie,Woodman,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.2,39,GK,0.0
Jeremie,Frimpong,0,5,51,747,9,181.0,107.6,131.0,1,205,42.1,4,0,1,5.2,57,DEF,8.9
Milos,Kerkez,2,1,79,2026,31,381.2,410.0,135.0,4,335,92.8,6,0,4,3.1,56,DEF,14.1
Andrew,Robertson,0,0,37,764,11,243.2,152.8,73.0,4,148,47.1,3,0,0,1.0,57,DEF,6.5
Virgil,van Dijk,3,1,135,2790,42,194.3,913.6,378.0,9,477,148.6,9,0,4,34.4,63,DEF,21.4
Ibrahima,Konaté,1,0,111,2480,34,140.1,652.0,96.0,8,443,89.0,9,0,6,4.3,55,DEF,20.2
Conor,Bradley,0,2,42,928,13,105.2,157.4,62.0,2,157,32.3,4,0,5,0.1,49,DEF,8.6
Joe,Gomez,0,2,30,491,12,71.4,108.0,26.0,2,82,20.6,2,0,2,0.2,49,DEF,6.1
Konstantinos,Tsimikas,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,48,DEF,0.0
Amara,Nallo,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,1.0,37,DEF,0.0
Rhys,Williams,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.6,37,DEF,0.0
Calvin,Ramsay,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.2,37,DEF,0.0
Mohamed,Salah,5,6,97,1818,32,643.7,397.2,658.0,7,306,169.9,6,0,1,14.0,140,MID,6.9
Florian,Wirtz,4,3,105,2003,25,761.3,435.4,573.0,16,444,176.9,9,0,1,9.3,83,MID,12.7
Luis,Díaz Marulanda,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,80,MID,0.0
Cody,Gakpo,6,3,106,2144,29,598.2,436.0,686.0,5,380,171.9,9,0,2,5.8,73,MID,14.5
Federico,Chiesa,2,1,34,277,7,46.9,119.8,147.0,0,125,31.1,0,0,3,0.3,63,MID,5.4
Alexis,Mac Allister,2,3,85,2176,31,430.5,387.8,303.0,6,397,112.2,7,0,5,2.4,63,MID,13.5
Dominik,Szoboszlai,5,3,123,2602,41,1008.9,677.0,314.0,17,610,199.9,8,1,7,14.0,71,MID,17.3
Curtis,Jones,0,2,54,1342,26,332.8,254.4,181.0,3,302,76.8,3,0,1,0.1,54,MID,10.0
Ryan,Gravenberch,4,5,124,2518,34,420.9,588.2,173.0,14,580,117.9,9,0,5,4.8,55,MID,22.5
Endo,Wataru,0,1,12,170,5,18.1,56.0,6.0,0,49,8.0,1,0,1,0.1,49,MID,2.4
Stefan,Bajčetić Maquieira,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,42,MID,0.0
James,McConnell,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,44,MID,0.0
Tyler,Morton,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,MID,0.0
Trey,Nyoni,0,0,4,13,1,12.6,2.4,4.0,0,6,1.8,0,0,0,0.3,43,MID,0.9
Darwin,Núñez Ribeiro,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,65,FWD,0.0
Jayden,Danns,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,43,FWD,0.0
Alexander,Isak,2,1,29,501,7,36.5,97.6,143.0,2,96,26.9,1,0,0,3.5,103,FWD,2.8
Hugo,Ekitiké,11,4,125,1797,25,307.2,525.8,739.0,22,433,156.2,7,0,0,34.4,93,FWD,13.4
Rio,Ngumoha,1,0,20,218,5,121.5,91.2,109.0,0,108,32.3,1,0,0,0.8,43,MID,4.7
Giovanni,Leoni,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,49,DEF,0.0
Kieran,Morrison,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,MID,0.0
Wellity,Lucky,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,40,DEF,0.0
Antoine,Semenyo,15,6,174,2590,47,496.1,797.0,854.0,17,569,214.6,8,0,6,54.3,82,MID,21.2
James,Trafford,0,0,11,270,4,0.0,100.2,0.0,0,62,10.1,1,0,0,0.9,45,GK,2.4
Marc,Guéhi,2,4,135,2520,30,223.3,689.8,342.0,9,516,125.6,10,0,5,33.5,51,DEF,26.5
Ederson,Santana de Moraes,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.8,53,GK,0.0
Marcus,Bettinelli,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.4,38,GK,0.0
Rayan,Aït-Nouri,0,2,44,778,8,143.6,170.2,57.0,7,183,37.0,3,0,2,4.4,57,DEF,7.7
